# 示例数据文件
# 每行一个数据点，格式: x, y
# 可以使用逗号、空格或制表符分隔

16	4
16.5	25
17	42
17.5	100
18	186
18.5	302
19	450
19.5	630
20	820
20.5	1020
21	1250
21.5	1510
22	1770
22.5	2050
23	2380
23.5	2720
24	3080
24.5	3480
25	3900
25.5	4350
26	4850
26.5	5400
27	6010
27.5	6660
28	7320
28.5	8000
29	8700
29.5	9410
30	10100
30.5	10900
31	11700
31.5	12500
32	13300
32.5	14100
33	14900
33.5	15800
34	16600
34.5	17500
